scope,sheet,row_number,machine_code,agiz_mm,gramaj_gr,source_column,cycle_value,included_in_group_stats,parse_status,product_text
fallback_latest_370_rows_largest_sheet,ESKİ,1157,212,28,,K,12,no,missing_gramaj_gr,E123 28 MM FLİPTOP 13 ŞEFFAF SARI PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1157,212,28,,L,33.87,no,missing_gramaj_gr,E123 28 MM FLİPTOP 13 ŞEFFAF SARI PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1158,211,24,,J,24,no,missing_gramaj_gr,E039 24 MM PİM 1 ŞEFFAF ŞEFFAF PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1158,211,24,,K,9,no,missing_gramaj_gr,E039 24 MM PİM 1 ŞEFFAF ŞEFFAF PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1158,211,24,,L,19.5,no,missing_gramaj_gr,E039 24 MM PİM 1 ŞEFFAF ŞEFFAF PLT.IC.KOLI STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1159,102,,,J,6,no,missing_agiz_mm_gramaj_gr,500 CC SP052 25 ŞEFFAF ŞEFFAF PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1159,102,,,K,6,no,missing_agiz_mm_gramaj_gr,500 CC SP052 25 ŞEFFAF ŞEFFAF PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1159,102,,,L,15.53,no,missing_agiz_mm_gramaj_gr,500 CC SP052 25 ŞEFFAF ŞEFFAF PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1160,103,,,J,5,no,missing_agiz_mm_gramaj_gr,700 CC SP009 40 ŞEFFAF SARI PLS. PLT STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1160,103,,,K,5,no,missing_agiz_mm_gramaj_gr,700 CC SP009 40 ŞEFFAF SARI PLS. PLT STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1160,103,,,L,14.68,no,missing_agiz_mm_gramaj_gr,700 CC SP009 40 ŞEFFAF SARI PLS. PLT STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1161,104,,,J,9,no,missing_agiz_mm_gramaj_gr,100 CC SP055 20 ŞEFFAF ŞEFFAF YÜKSEK PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1161,104,,,K,9,no,missing_agiz_mm_gramaj_gr,100 CC SP055 20 ŞEFFAF ŞEFFAF YÜKSEK PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1161,104,,,L,15.22,no,missing_agiz_mm_gramaj_gr,100 CC SP055 20 ŞEFFAF ŞEFFAF YÜKSEK PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1162,162,,,J,2,no,missing_agiz_mm_gramaj_gr,1000 CC X233 52 ŞEFFAF ŞEFFAF PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1162,162,,,K,2,no,missing_agiz_mm_gramaj_gr,1000 CC X233 52 ŞEFFAF ŞEFFAF PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1162,162,,,L,24,no,missing_agiz_mm_gramaj_gr,1000 CC X233 52 ŞEFFAF ŞEFFAF PALET STANDART
fallback_latest_370_rows_largest_sheet,ESKİ,1163,164,,,J,2,no,missing_agiz_mm_gramaj_gr,1500 CC X381 52 ŞEFFAF ŞEFFAF PALET STANDART
